movie_id,month,watch_hours,unique_viewers,completion_rate,avg_watch_time,churn_impact_score
M200,2022-10,105429,44475,0.5423,1.27,4.85
M203,2022-10,502797,176416,0.6684,1.02,3.21
M204,2022-10,195381,100086,0.5437,1.21,1.8
M206,2022-10,260910,98371,0.52,1.28,2.4
M207,2022-10,651435,230023,0.6264,1.33,4.06
M210,2022-10,434175,237552,0.5976,1.22,2.69
M211,2022-10,282951,100547,0.7897,1.05,3.62
M212,2022-10,2989059,1038425,0.6561,1.14,2.84
M213,2022-10,1236614,632559,0.6485,1.32,3.16
M215,2022-10,98163,36022,0.4789,1.09,1.6
M217,2022-10,4448611,1920737,0.6977,0.99,4.48
M218,2022-10,586979,303838,0.5962,1.18,4.56
M219,2022-10,740694,328232,0.6301,0.76,2.78
M220,2022-10,224274,112637,0.5681,1.03,4.06
M221,2022-10,63939,24344,0.5249,1.05,2.94
M223,2022-10,2371373,921084,0.6398,0.98,2.41
M225,2022-10,588065,226233,0.5953,1.34,4.21
M103,2022-11,4243490,2167741,0.7491,1.82,2.37
M105,2022-11,3427681,1311210,0.7604,1.68,3.13
M110,2022-11,173049,77169,0.6456,1.45,4.5
M112,2022-11,897349,440036,0.6958,0.96,2.83
M114,2022-11,29185,13230,0.6001,0.86,3.14
M115,2022-11,215391,70852,0.8687,1.26,3.66
M116,2022-11,1050534,424380,0.7053,1.39,2.89
M127,2022-11,3999183,1407708,0.6253,0.94,1.6
M128,2022-11,3320441,1143550,0.6758,1.41,3.88
M131,2022-11,969189,409871,0.5996,1.22,1.07
M132,2022-11,27897,12126,0.5346,0.77,2.75
M137,2022-11,2692612,902791,0.6945,1.29,2.92
M138,2022-11,163699,89584,0.4959,1.01,1.14
M140,2022-11,92845,32575,0.5214,0.78,4.68
M143,2022-11,1439118,455921,0.6166,1.13,3.66
M144,2022-11,2082380,806474,0.6765,1.08,1.15
M146,2022-11,1199510,415146,0.5958,1.05,2.91
M147,2022-11,1381791,576789,0.6439,1.28,2.33
M153,2022-11,86029,31989,0.3655,0.68,3.8
M154,2022-11,318017,124339,0.4332,0.86,2.31
M156,2022-11,99560,72318,0.1926,0.47,2.79
M159,2022-11,108909,51727,0.3688,0.47,5.15
M160,2022-11,237118,87118,0.4533,0.97,2.89
M163,2022-11,145920,54122,0.4097,0.9,3.14
M169,2022-11,3655156,1704088,0.4618,0.89,1.68
M172,2022-11,2599086,1166878,0.4646,0.75,2.62
M174,2022-11,2797806,1238642,0.4664,0.76,1.21
M175,2022-11,46761,25059,0.3444,0.55,3.75
M176,2022-11,59100,21936,0.4878,0.92,3.97
M182,2022-11,104103,53195,0.5695,0.91,4.22
M183,2022-11,34822,16747,0.4995,0.82,2.95
M185,2022-11,93129,44113,0.5012,1.11,3.75
M186,2022-11,124701,46150,0.6059,0.76,2.9
M189,2022-11,1112092,543779,0.6257,1.14,2.9
M191,2022-11,358812,121298,0.5467,0.79,2.78
M192,2022-11,89751,39758,0.583,1.07,4.22
M193,2022-11,85309,43925,0.5082,0.93,2.17
M195,2022-11,1549619,621042,0.6668,0.94,4.24
M197,2022-11,127113,67204,0.5255,1.03,3.3
M198,2022-11,28215,10525,0.4965,0.99,3.3
M199,2022-11,317858,114945,0.5606,1.02,3.31
M200,2022-11,93922,44145,0.5466,1.16,3.16
M203,2022-11,438751,173358,0.6702,1.05,4.75
M204,2022-11,175664,79250,0.5276,1.13,3.33
M206,2022-11,243645,94236,0.5538,0.9,3.84
M207,2022-11,605408,239494,0.6323,0.8,1.57
M209,2022-11,3007038,1148895,0.6866,1.58,4.35
M210,2022-11,392802,177022,0.572,1.02,1.33
M211,2022-11,107933,47769,0.559,1.34,4.24
M212,2022-11,2873900,986669,0.6303,1.18,2.56
M213,2022-11,1133461,591514,0.6313,1.17,4.01
M217,2022-11,4249132,2168247,0.6491,1.19,3.16
M218,2022-11,521767,169239,0.6038,1.35,3.63
M219,2022-11,724543,243037,0.6236,1.11,3.31
M220,2022-11,206617,102951,0.5631,0.84,4.16
M221,2022-11,56681,19144,0.4857,1.06,2.86
M223,2022-11,2207709,767545,0.6384,0.78,3.98
M225,2022-11,1171042,446199,0.8389,1.94,4.94
M103,2022-12,3725425,1377315,0.7358,0.92,1.24
M105,2022-12,3207086,1084613,0.7539,0.95,2.31
M110,2022-12,169440,76356,0.6357,1.05,3.79
M112,2022-12,865997,347139,0.667,0.87,3.76
M114,2022-12,27256,10326,0.5924,1.19,3.82
M115,2022-12,91631,35760,0.6248,1.1,2.47
M116,2022-12,1058955,435692,0.6783,1.54,1.96
M124,2022-12,7078956,3435865,0.7973,1.26,2.57
M127,2022-12,3642033,1958479,0.6217,1.14,2.83
M128,2022-12,3038321,1185647,0.6461,0.78,4.66
M131,2022-12,856731,338664,0.5839,1.24,2.65
M132,2022-12,23580,12112,0.565,1.14,1.82
M137,2022-12,2486234,844110,0.686,1.69,4.85
M138,2022-12,141595,51733,0.5123,0.62,1.57
M140,2022-12,88378,36961,0.5417,1.1,3.71
M143,2022-12,1348958,530998,0.634,1.52,3.3
M144,2022-12,1857201,996959,0.6498,1.55,4.44
M146,2022-12,1161187,419371,0.5852,1.28,2.11
M147,2022-12,1313512,539190,0.6435,0.87,3.83
M153,2022-12,84271,29325,0.3559,0.65,3.66
M154,2022-12,307933,168289,0.4439,1.1,4.16
M156,2022-12,210273,70684,0.454,0.57,2.22
M159,2022-12,95738,38212,0.3831,0.73,3.6
M160,2022-12,226508,71986,0.4136,0.91,2.8
M163,2022-12,133655,69179,0.4104,0.55,4.81
M167,2022-12,5657115,1913601,0.4987,0.68,1.53
M169,2022-12,3286904,1616296,0.443,0.63,4.48
M172,2022-12,2471556,930661,0.4632,0.56,4.03
M174,2022-12,2370265,1261291,0.479,0.74,3.26
M182,2022-12,91046,39248,0.564,0.72,2.93
M183,2022-12,32308,16668,0.5117,0.98,2.86
M185,2022-12,86473,30560,0.5137,1.19,3.3
M186,2022-12,114815,56050,0.5589,0.78,2.16
M189,2022-12,1001109,328652,0.6073,0.81,4.31
M191,2022-12,332888,160863,0.5391,0.8,2.9
M192,2022-12,81660,34614,0.5797,0.81,1.14
M193,2022-12,79435,27474,0.4868,0.67,3.28
M195,2022-12,2801503,804279,0.9159,1.13,1.38
M197,2022-12,113606,50113,0.5449,0.98,3.46
M198,2022-12,24153,8463,0.4717,0.63,3.16
M199,2022-12,282514,152072,0.5755,1.06,1.74
M200,2022-12,82601,27971,0.5108,1.11,4.17
M203,2022-12,428295,219038,0.6284,1.14,1.03
M204,2022-12,154466,72085,0.4877,1.07,2.17
M206,2022-12,232613,75934,0.5142,0.63,2.37
M207,2022-12,552087,210495,0.6178,1.49,3.92
M209,2022-12,2815974,1264397,0.6862,0.98,3.47
M210,2022-12,342382,166553,0.5721,1.37,2.88
M211,2022-12,100359,40931,0.5659,1.39,1.54
M212,2022-12,2694033,910753,0.633,0.79,1.42
M213,2022-12,1052311,538372,0.6378,0.84,4.22
M217,2022-12,3814064,1611727,0.6779,1.29,2.65
M218,2022-12,491612,204911,0.6139,0.84,2.85
M219,2022-12,677559,220631,0.615,0.76,4.0
M220,2022-12,192138,70631,0.5638,0.7,2.17
M223,2022-12,2058124,1037946,0.6219,1.34,4.06
M225,2022-12,511790,177955,0.6121,1.32,1.51
M103,2023-01,3399652,1506637,0.7255,1.13,4.78
M105,2023-01,2819991,1395476,0.7192,1.12,1.75
M110,2023-01,153922,84870,0.5973,1.1,4.76
M112,2023-01,1490418,728785,0.95,1.22,1.07
M115,2023-01,83664,38947,0.5846,0.88,1.44
M116,2023-01,892006,353602,0.6886,0.93,1.48
M124,2023-01,6723230,3669084,0.8217,1.79,3.51
M127,2023-01,3403933,1706737,0.6347,1.24,3.13
M128,2023-01,2781388,987197,0.657,1.25,3.93
M131,2023-01,790647,248272,0.6075,1.16,2.92
M132,2023-01,22234,10375,0.5125,1.26,3.06
M137,2023-01,2325704,1082398,0.6409,1.56,1.33
M138,2023-01,131370,43280,0.4959,0.83,2.04
M140,2023-01,82158,28697,0.5381,0.78,2.04
M143,2023-01,1291242,710702,0.6182,1.07,1.12
M144,2023-01,1672016,535760,0.6504,1.38,4.45
M146,2023-01,1051446,523738,0.5827,1.37,3.88
M147,2023-01,1234004,442473,0.652,1.56,3.61
M150,2023-01,3717516,1410795,0.6884,1.62,1.56
M154,2023-01,274714,109836,0.3955,0.54,1.91
M156,2023-01,196753,73086,0.4191,0.62,4.98
M159,2023-01,86657,39166,0.3615,0.88,3.21
M160,2023-01,200855,78198,0.4333,0.96,4.9
M163,2023-01,117779,64534,0.4043,0.5,2.86
M167,2023-01,5207813,2773751,0.4728,0.91,3.09
M169,2023-01,3089066,1677495,0.4737,1.17,1.51
M172,2023-01,2246394,725738,0.4449,0.91,2.06
M174,2023-01,2287552,984331,0.4659,0.69,4.26
M182,2023-01,90029,29241,0.5577,1.37,2.22
M183,2023-01,28570,14270,0.497,0.79,4.3
M185,2023-01,158581,54378,0.7022,1.41,1.82
M186,2023-01,111376,44755,0.5574,0.97,2.96
M189,2023-01,936448,459785,0.617,0.84,2.84
M191,2023-01,334581,142257,0.5643,1.19,2.55
M192,2023-01,76821,27650,0.56,1.39,4.83
M193,2023-01,73456,30370,0.5199,1.2,2.08
M195,2023-01,1290690,524111,0.6615,1.34,2.45
M197,2023-01,102673,32440,0.5054,0.92,2.21
M199,2023-01,254688,119604,0.5882,0.94,2.68
M200,2023-01,81617,35032,0.4976,1.11,2.73
M203,2023-01,368262,129964,0.6328,0.9,4.88
M204,2023-01,148078,67708,0.4942,0.66,3.84
M206,2023-01,208724,100648,0.5275,0.63,3.67
M207,2023-01,510182,241165,0.6089,1.41,4.23
M209,2023-01,2631972,1036401,0.6539,1.63,2.62
M210,2023-01,336166,184139,0.5773,0.83,1.64
M211,2023-01,99912,44695,0.5528,0.8,4.45
M212,2023-01,2296677,972332,0.6255,0.75,4.78
M213,2023-01,963462,496457,0.6215,1.54,1.81
M217,2023-01,3358538,1208796,0.6403,1.29,4.65
M218,2023-01,434877,225880,0.5788,1.39,2.9
M219,2023-01,574843,294834,0.6195,1.12,3.61
M220,2023-01,176831,61124,0.5152,1.24,4.04
M223,2023-01,1914779,694454,0.6258,1.16,1.39
M225,2023-01,459757,154096,0.5918,0.99,1.04
M101,2023-02,1298597,621800,0.8019,1.7,1.09
M103,2023-02,3320599,1286377,0.7418,0.89,1.55
M105,2023-02,2681394,936033,0.7378,0.99,1.11
M110,2023-02,140044,71615,0.6188,1.46,3.71
M112,2023-02,734632,280040,0.6854,0.93,1.79
M115,2023-02,74986,35414,0.5864,1.39,1.03
M116,2023-02,877922,342157,0.6877,1.14,4.47
M124,2023-02,5961772,3274578,0.8006,1.79,1.54
M127,2023-02,3120067,990619,0.6131,0.77,4.97
M128,2023-02,2496099,870089,0.6426,1.33,1.08
M131,2023-02,756029,274407,0.5728,0.87,4.4
M132,2023-02,21572,9336,0.5424,0.88,3.94
M137,2023-02,1044631,704812,0.302,0.45,2.46
M138,2023-02,130274,41528,0.5074,0.71,4.39
M140,2023-02,76357,27538,0.516,0.81,4.42
M143,2023-02,1140083,540696,0.5955,1.18,4.24
M144,2023-02,1597434,712202,0.6264,0.81,2.91
M146,2023-02,952628,325066,0.6025,1.28,1.98
M147,2023-02,1110460,357060,0.6631,0.88,2.3
M150,2023-02,3488916,1150451,0.6588,1.64,2.96
M154,2023-02,257393,98268,0.4097,0.62,2.35
M156,2023-02,176650,57351,0.4116,0.73,2.97
M159,2023-02,85252,42892,0.3796,0.5,2.45
M160,2023-02,180016,60091,0.4275,0.77,1.91
M163,2023-02,107790,53496,0.4068,1.01,4.09
M167,2023-02,4865652,1987922,0.4551,0.56,1.81
M169,2023-02,2916185,1190579,0.4521,0.83,4.98
M172,2023-02,2051834,829487,0.4561,0.73,1.91
M174,2023-02,1983724,962974,0.4596,0.85,2.3
M182,2023-02,78839,38392,0.5175,1.14,2.58
M183,2023-02,26950,8491,0.5147,0.82,1.18
M185,2023-02,71561,33269,0.4805,0.71,2.91
M186,2023-02,95277,32093,0.5553,1.36,2.6
M189,2023-02,854574,428635,0.5952,1.27,4.34
M191,2023-02,295482,124727,0.5436,1.3,3.09
M192,2023-02,70339,25566,0.5438,1.2,2.04
M195,2023-02,1146316,624505,0.6412,1.16,3.31
M197,2023-02,100210,31916,0.5114,0.78,1.04
M199,2023-02,233307,85814,0.5561,1.03,4.53
M200,2023-02,72769,31991,0.4977,1.05,1.11
M203,2023-02,354760,139792,0.6174,1.06,4.35
M204,2023-02,132441,63407,0.478,0.67,1.41
M206,2023-02,195204,65718,0.5365,1.07,4.87
M207,2023-02,459462,226320,0.609,1.03,2.16
M209,2023-02,2425395,1025186,0.6627,0.88,2.7
M210,2023-02,298434,142773,0.5728,0.82,2.65
M211,2023-02,91803,35361,0.5425,0.84,3.71
M212,2023-02,2125406,717956,0.608,1.09,4.53
M213,2023-02,900570,291425,0.6203,1.1,4.11
M217,2023-02,3313933,1200982,0.6771,0.98,4.34
M218,2023-02,401850,130320,0.5788,1.3,1.64
M219,2023-02,183452,219980,0.283,0.55,3.97
M220,2023-02,166534,73846,0.508,1.01,4.95
M223,2023-02,1647938,593117,0.6009,1.27,4.97
M225,2023-02,413155,161559,0.5594,0.95,2.39
M101,2023-03,1154938,364918,0.8022,1.41,2.68
M103,2023-03,2830972,1250662,0.7106,1.13,4.91
M105,2023-03,2429586,1119271,0.7334,1.57,3.02
M110,2023-03,123761,55700,0.5821,1.27,4.39
M112,2023-03,606225,325501,0.6305,1.54,4.38
M116,2023-03,771649,379698,0.6866,1.67,4.53
M119,2023-03,12107691,6560285,0.793,1.18,4.6
M124,2023-03,10353499,4596570,0.95,1.19,4.24
M127,2023-03,2802578,957326,0.6172,1.45,1.9
M128,2023-03,2180182,964688,0.6459,1.11,3.02
M131,2023-03,661804,256079,0.5848,1.29,1.77
M132,2023-03,17992,6017,0.5197,0.63,3.15
M137,2023-03,1839819,646623,0.6519,1.49,4.15
M138,2023-03,114292,59321,0.514,1.12,2.57
M140,2023-03,69711,26242,0.5107,0.77,2.99
M143,2023-03,991612,400882,0.6054,1.44,2.54
M144,2023-03,1402052,465218,0.642,1.06,4.94
M146,2023-03,831396,418751,0.5898,1.08,1.93
M147,2023-03,969867,310674,0.6577,1.36,3.03
M150,2023-03,3153606,1465005,0.6451,1.52,2.7
M154,2023-03,222655,77498,0.3863,0.84,3.13
M156,2023-03,151236,50005,0.416,0.53,3.76
M159,2023-03,76743,33417,0.3624,0.5,3.33
M160,2023-03,160471,75237,0.4341,1.04,2.84
M163,2023-03,94293,38446,0.4127,0.96,1.61
M167,2023-03,4220940,1646644,0.4799,0.78,4.73
M169,2023-03,2603737,991151,0.4673,0.89,2.97
M172,2023-03,1783146,663455,0.458,0.69,1.68
M174,2023-03,1878813,727808,0.4517,0.58,2.36
M182,2023-03,72362,26489,0.558,0.91,3.01
M185,2023-03,66369,23457,0.5015,1.24,2.28
M186,2023-03,88484,30394,0.5467,1.02,2.59
M189,2023-03,744061,284176,0.5684,1.26,4.5
M191,2023-03,267933,140116,0.5343,0.77,2.4
M192,2023-03,65202,25603,0.5476,0.95,4.03
M195,2023-03,1090598,449525,0.6376,1.5,3.58
M197,2023-03,84324,26991,0.5296,0.83,3.29
M199,2023-03,217246,74827,0.5653,1.29,2.77
M200,2023-03,62918,26683,0.4931,1.13,4.85
M203,2023-03,304011,146731,0.6083,0.74,1.93
M204,2023-03,114324,40365,0.4742,0.69,3.48
M206,2023-03,164676,74277,0.5132,0.87,1.02
M207,2023-03,409154,129843,0.6116,0.76,2.6
M209,2023-03,2085099,674166,0.6674,1.65,4.48
M210,2023-03,262598,124705,0.5513,1.07,1.91
M211,2023-03,76329,35014,0.5145,1.19,3.69
M212,2023-03,1892270,627767,0.6099,1.47,3.47
M213,2023-03,771023,399407,0.5968,0.79,2.4
M217,2023-03,2971861,1349136,0.6708,1.21,4.58
M218,2023-03,371994,150772,0.576,1.33,1.83
M219,2023-03,475810,215372,0.6062,1.07,1.28
M220,2023-03,143241,62928,0.5256,1.2,2.98
M223,2023-03,1517767,735245,0.6,0.94,1.88
M225,2023-03,363562,126232,0.5539,0.91,4.12
M101,2023-04,1089710,435644,0.7874,1.97,1.66
M103,2023-04,2600482,902382,0.7145,0.98,3.24
M105,2023-04,2023317,732157,0.6986,1.08,3.61
M110,2023-04,113140,62698,0.5929,1.39,2.93
M112,2023-04,581308,284378,0.6435,1.27,1.06
M116,2023-04,690586,264170,0.653,1.15,2.22
M119,2023-04,11263616,4188576,0.8109,1.98,3.09
M124,2023-04,4589344,1880993,0.7758,1.39,3.61
M127,2023-04,2449774,808544,0.6078,1.27,2.55
M128,2023-04,1895234,736060,0.6455,1.33,4.53
M131,2023-04,555415,239209,0.5709,0.73,2.81
M132,2023-04,35784,15034,0.7521,1.58,3.6
M137,2023-04,1692215,723452,0.6345,1.49,1.13
M140,2023-04,61168,28865,0.4874,0.91,1.85
M143,2023-04,887682,328472,0.6183,1.31,4.55
M144,2023-04,1175967,378584,0.6142,1.42,4.64
M146,2023-04,769437,266560,0.5957,1.22,2.72
M147,2023-04,836694,292152,0.6438,1.17,1.82
M150,2023-04,2641632,1186422,0.6757,1.57,3.01
M154,2023-04,196135,83117,0.4186,0.68,1.09
M156,2023-04,138005,62059,0.4059,0.52,3.59
M159,2023-04,65534,22826,0.3812,0.82,1.12
M160,2023-04,144896,70285,0.3916,0.76,4.85
M163,2023-04,88979,48869,0.3701,0.81,3.04
M167,2023-04,3898279,1421657,0.4693,0.64,1.62
M169,2023-04,2267577,719389,0.4655,0.61,3.95
M172,2023-04,1639460,643568,0.4541,0.78,2.17
M174,2023-04,1562674,557073,0.4601,1.13,1.35
M182,2023-04,63867,20335,0.5201,0.64,2.13
M185,2023-04,58229,21934,0.4909,0.7,3.47
M186,2023-04,80545,33353,0.5351,0.76,5.0
M189,2023-04,660257,214546,0.5921,1.34,3.79
M191,2023-04,236279,85261,0.5411,0.73,2.89
M192,2023-04,57814,31980,0.5567,0.83,1.46
M194,2023-04,2094664,825065,0.6932,0.92,3.6
M195,2023-04,893509,310099,0.6511,1.33,1.37
M197,2023-04,73392,23558,0.5237,1.04,1.62
M199,2023-04,191430,102944,0.574,1.09,3.07
M200,2023-04,59414,18889,0.4783,0.68,4.78
M203,2023-04,271826,100238,0.6385,1.04,4.79
M206,2023-04,152111,83260,0.4924,0.81,3.26
M207,2023-04,380557,155095,0.5738,1.0,3.37
M209,2023-04,1780279,674405,0.6697,1.21,2.57
M210,2023-04,222262,120380,0.5267,0.94,3.54
M211,2023-04,71183,22300,0.5261,0.82,1.87
M212,2023-04,1758917,753580,0.6275,1.18,4.29
M213,2023-04,690313,381764,0.5789,1.19,3.63
M217,2023-04,2465595,906241,0.6387,0.84,4.7
M218,2023-04,340110,139278,0.5624,1.09,2.62
M219,2023-04,440860,158246,0.5825,0.7,4.67
M220,2023-04,125367,53907,0.5016,0.63,2.42
M223,2023-04,1343188,560858,0.6051,1.07,2.47
M225,2023-04,338886,123162,0.5935,0.92,4.51
M101,2023-05,915107,456271,0.7796,1.44,3.07
M103,2023-05,2119958,757880,0.7106,1.07,1.15
M105,2023-05,1808260,738357,0.7228,1.42,1.52
M110,2023-05,94062,36265,0.5942,1.41,1.54
M112,2023-05,460531,213287,0.6482,1.12,3.48
M116,2023-05,552303,231696,0.6396,1.25,1.71
M119,2023-05,9757666,4191909,0.8173,1.68,1.62
M124,2023-05,4205103,1590141,0.7976,1.74,3.94
M127,2023-05,2115010,896287,0.6157,0.89,4.67
M128,2023-05,1666839,750304,0.6124,1.49,4.23
M131,2023-05,517501,176120,0.5448,0.79,4.06
M132,2023-05,13525,4243,0.5101,0.8,1.2
M137,2023-05,1478786,532367,0.6615,1.44,1.27
M140,2023-05,52247,18411,0.5031,1.08,3.26
M143,2023-05,752586,382899,0.5902,0.83,3.54
M144,2023-05,1056859,532327,0.6296,1.44,2.53
M146,2023-05,633642,218477,0.607,0.99,4.88
M147,2023-05,752198,400562,0.6141,1.19,2.94
M150,2023-05,2281364,860215,0.67,1.59,2.6
M154,2023-05,176195,67878,0.4268,1.06,1.14
M156,2023-05,122584,52882,0.4222,0.87,1.98
M159,2023-05,58535,24108,0.3599,0.7,4.91
M160,2023-05,122131,42550,0.4308,0.99,1.03
M163,2023-05,72189,23173,0.3815,0.57,1.29
M167,2023-05,3229249,1185190,0.4533,0.84,2.98
M169,2023-05,1945108,1022350,0.473,0.62,3.3
M172,2023-05,1380738,437996,0.4168,0.95,3.39
M174,2023-05,1353493,651473,0.4512,0.72,1.74
M182,2023-05,52653,16480,0.5138,0.62,2.08
M186,2023-05,66987,27663,0.5779,0.86,4.95
M189,2023-05,608024,200087,0.5846,1.29,3.43
M191,2023-05,203890,76026,0.5439,1.34,1.36
M192,2023-05,49115,15614,0.5283,0.82,2.53
M194,2023-05,1821631,983678,0.6857,0.82,2.39
M195,2023-05,807561,286319,0.6404,0.99,3.87
M197,2023-05,67220,24562,0.4924,0.62,2.97
M199,2023-05,162679,86956,0.5256,0.64,2.25
M200,2023-05,51227,26081,0.4838,0.96,4.15
M203,2023-05,234390,114364,0.6352,1.08,4.08
M206,2023-05,132529,46767,0.482,0.92,2.6
M207,2023-05,337749,126040,0.5897,1.12,1.61
M209,2023-05,1567521,591224,0.6369,1.34,3.84
M210,2023-05,195389,93702,0.5268,0.67,1.76
M211,2023-05,62434,28123,0.5425,0.69,4.07
M212,2023-05,1465182,787901,0.626,1.54,3.39
M213,2023-05,570295,207282,0.5709,1.31,4.29
M217,2023-05,2195252,692352,0.6583,1.52,1.58
M218,2023-05,278207,143378,0.5618,0.71,1.65
M219,2023-05,365638,177402,0.571,0.9,2.82
M220,2023-05,112244,35264,0.4973,0.9,1.03
M223,2023-05,1134743,520120,0.6106,1.49,1.23
M225,2023-05,281385,92305,0.5786,0.75,4.0
M101,2023-06,764019,268618,0.7971,1.55,2.68
M103,2023-06,1898737,649036,0.7339,1.12,3.81
M105,2023-06,1567741,507033,0.6962,1.18,3.96
M110,2023-06,78092,39407,0.5883,0.87,2.55
M112,2023-06,406452,179615,0.6526,1.12,2.74
M116,2023-06,470881,252941,0.6665,1.35,2.06
M119,2023-06,7645678,2983066,0.768,1.51,4.95
M122,2023-06,1810566,638176,0.812,1.62,2.36
M124,2023-06,3511809,1221775,0.767,1.52,1.93
M127,2023-06,1678686,619675,0.5943,1.27,2.72
M128,2023-06,1380516,437729,0.6124,0.97,2.29
M131,2023-06,437931,137971,0.5645,1.23,4.85
M132,2023-06,11759,5346,0.5015,0.61,3.24
M137,2023-06,1231195,467541,0.6274,1.48,4.38
M143,2023-06,676005,286759,0.5953,1.25,1.6
M144,2023-06,897003,359800,0.6107,1.5,2.63
M146,2023-06,575005,193181,0.5705,0.9,4.45
M147,2023-06,611681,255907,0.6461,1.45,1.25
M150,2023-06,760956,1066350,0.2897,0.6,3.54
M154,2023-06,138900,55651,0.3792,0.67,1.25
M156,2023-06,96370,44658,0.3958,0.7,2.06
M159,2023-06,48889,15490,0.3726,0.84,3.78
M160,2023-06,112716,45921,0.3842,0.93,1.32
M163,2023-06,63937,25225,0.3823,0.92,4.39
M167,2023-06,2810780,1338000,0.4505,0.65,2.29
M168,2023-06,954654,440058,0.4885,0.59,3.75
M169,2023-06,1566345,760350,0.4321,0.78,3.92
M172,2023-06,1164123,543448,0.4063,0.57,3.41
M174,2023-06,1195703,559091,0.433,0.86,2.92
M182,2023-06,47050,23684,0.5233,0.66,4.47
M186,2023-06,59812,26571,0.5632,1.33,2.84
M189,2023-06,504016,191551,0.5543,0.84,4.73
M191,2023-06,163772,58296,0.5334,0.81,1.73
M192,2023-06,41416,19246,0.5646,0.84,4.19
M194,2023-06,1489029,673564,0.6506,1.29,3.1
M195,2023-06,698150,385137,0.6286,0.82,4.37
M197,2023-06,57709,29181,0.4945,0.87,3.76
M199,2023-06,65638,67572,0.2556,0.57,4.94
M203,2023-06,193587,95995,0.6287,1.39,4.65
M206,2023-06,110141,44874,0.4859,1.04,3.8
M207,2023-06,263970,111956,0.5964,1.34,1.01
M209,2023-06,1367466,729975,0.6339,0.9,3.01
M210,2023-06,168222,62716,0.5142,1.15,2.19
M211,2023-06,48727,15939,0.5085,0.92,4.03
M212,2023-06,1258423,524509,0.606,1.39,2.72
M213,2023-06,492110,165144,0.5723,1.18,2.43
M217,2023-06,1910481,651285,0.6302,1.09,1.28
M218,2023-06,241456,111056,0.5698,1.07,1.87
M219,2023-06,317448,110297,0.594,1.26,4.37
M220,2023-06,94955,49757,0.5149,1.01,3.48
M223,2023-06,952717,425507,0.6133,0.9,4.29
M225,2023-06,245510,101823,0.5458,1.07,4.57
M101,2023-07,638643,328996,0.7859,1.49,3.6
M103,2023-07,1596874,519423,0.6945,1.04,1.07
M105,2023-07,1350441,657010,0.6945,1.62,1.55
M112,2023-07,339145,129040,0.6326,1.01,4.31
M116,2023-07,437814,216069,0.6439,1.18,4.39
M119,2023-07,7008339,2762562,0.8014,1.63,3.6
M122,2023-07,1541458,566677,0.8226,1.04,3.79
M124,2023-07,3073721,1477821,0.7742,1.24,3.99
M127,2023-07,1494727,585921,0.6235,1.3,3.06
M128,2023-07,1239655,463778,0.6184,1.29,1.97
M131,2023-07,345019,129256,0.5759,0.78,4.36
M132,2023-07,9796,3230,0.5009,0.67,2.29
M137,2023-07,1066143,377337,0.6392,1.18,4.71
M143,2023-07,585471,260040,0.6076,0.81,4.86
M144,2023-07,746384,310561,0.5903,0.97,4.15
M146,2023-07,471654,185446,0.5566,0.97,2.41
M147,2023-07,529573,262754,0.6396,1.41,3.35
M150,2023-07,1663797,751303,0.6272,1.18,4.65
M154,2023-07,128908,70681,0.4098,0.95,3.92
M156,2023-07,84675,26952,0.4089,0.92,2.07
M159,2023-07,42430,16852,0.3531,0.58,1.19
M160,2023-07,92687,36368,0.3795,0.82,1.85
M163,2023-07,54566,30031,0.3885,0.71,2.94
M167,2023-07,2494432,845634,0.4593,0.75,1.61
M168,2023-07,786891,375847,0.471,0.76,1.17
M169,2023-07,1354287,474370,0.4354,0.81,4.93
M172,2023-07,994098,398025,0.4345,0.53,2.35
M174,2023-07,1056708,368733,0.4223,0.6,3.47
M182,2023-07,38144,14070,0.5304,0.7,4.65
M186,2023-07,49429,17235,0.5366,0.66,1.76
M187,2023-07,3959876,2132156,0.6548,1.19,3.13
M189,2023-07,422794,159332,0.5878,1.1,2.7
M191,2023-07,56988,45863,0.23,0.49,4.36
M192,2023-07,34412,12754,0.5537,0.86,3.28
M194,2023-07,1224774,452717,0.646,1.39,2.44
M195,2023-07,575830,205433,0.6278,1.15,4.71
M197,2023-07,46928,15700,0.4922,0.71,3.36
M199,2023-07,120204,44534,0.5491,1.04,4.57
M203,2023-07,173720,70726,0.61,1.03,2.45
M206,2023-07,92412,41303,0.5011,0.88,1.61
M207,2023-07,226990,80638,0.556,1.03,3.32
M209,2023-07,1210875,398646,0.6214,0.77,4.25
M210,2023-07,149607,62342,0.5462,1.1,2.79
M211,2023-07,44037,17114,0.5305,1.12,1.28
M212,2023-07,1100513,460657,0.5957,1.48,4.51
M213,2023-07,434871,162626,0.557,1.04,2.41
M217,2023-07,1509371,605745,0.6079,1.51,4.05
M218,2023-07,206626,101550,0.5763,1.07,2.64
M219,2023-07,268707,89397,0.603,0.84,3.37
M220,2023-07,81483,39698,0.5268,1.07,2.33
M223,2023-07,793351,261841,0.5923,1.32,3.09
M225,2023-07,201508,74140,0.5681,1.28,3.6
M101,2023-08,570188,185031,0.7634,0.95,1.47
M103,2023-08,1346585,678470,0.6961,1.19,3.43
M105,2023-08,1110320,508187,0.7013,1.44,3.43
M111,2023-08,10654173,5713587,0.8157,1.47,3.46
M112,2023-08,310763,107303,0.6433,1.07,2.78
