region,movie_id,month,engagement_score,viewer_growth
West,M117,2020-05,6.52,0.1474
North,M120,2020-05,7.93,0.1744
South,M120,2020-05,7.13,0.0801
East,M120,2020-05,,0.2202
West,M120,2020-05,8.04,0.2255
North,M123,2020-05,7.06,0.2376
South,M123,2020-05,7.11,0.0811
East,M123,2020-05,7.52,0.0991
West,M123,2020-05,6.73,0.092
North,M126,2020-05,7.55,0.1768
South,M126,2020-05,5.31,0.1499
East,M126,2020-05,8.65,0.1239
West,M126,2020-05,5.21,0.2455
North,M129,2020-05,8.14,0.2258
South,M129,2020-05,5.72,0.2164
East,M129,2020-05,7.98,0.1332
West,M129,2020-05,5.72,0.2423
North,M130,2020-05,7.47,0.1001
South,M130,2020-05,5.02,0.0839
East,M130,2020-05,7.14,0.0508
West,M130,2020-05,5.91,0.139
North,M134,2020-05,7.76,0.127
South,M134,2020-05,6.54,0.2103
East,M134,2020-05,8.28,0.1018
West,M134,2020-05,6.08,0.0601
North,M136,2020-05,7.28,0.2353
South,M136,2020-05,6.34,0.0603
East,M136,2020-05,8.33,0.0717
West,M136,2020-05,5.67,0.102
North,M138,2020-05,10.0,0.0855
South,M138,2020-05,10.0,0.1766
East,M138,2020-05,10.0,0.1266
West,M138,2020-05,8.49,0.1372
North,M139,2020-05,7.99,0.1964
South,M139,2020-05,6.71,0.0883
East,M139,2020-05,8.01,0.1219
West,M139,2020-05,6.5,0.1181
North,M140,2020-05,9.97,0.0635
South,M140,2020-05,7.8,0.2259
East,M140,2020-05,9.19,0.1725
West,M140,2020-05,7.32,0.1598
North,M141,2020-05,8.32,0.0855
South,M141,2020-05,6.9,0.084
East,M141,2020-05,8.81,0.1786
West,M141,2020-05,5.5,0.1641
North,M142,2020-05,8.53,0.0726
South,M142,2020-05,,0.0668
East,M142,2020-05,8.34,0.1887
West,M142,2020-05,5.72,0.0879
North,M148,2020-05,6.97,0.1324
South,M148,2020-05,5.25,0.2158
East,M148,2020-05,8.36,0.14
West,M148,2020-05,6.72,0.1739
North,M149,2020-05,8.55,0.1114
South,M149,2020-05,6.81,0.2421
East,M149,2020-05,8.32,0.1095
West,M149,2020-05,5.72,0.1427
North,M151,2020-05,4.98,0.0995
South,M151,2020-05,5.72,0.1154
East,M151,2020-05,4.32,0.1333
West,M151,2020-05,5.02,0.1653
North,M153,2020-05,5.6,0.0883
South,M153,2020-05,5.97,0.1809
East,M153,2020-05,5.39,0.0623
West,M153,2020-05,4.23,0.0705
North,M155,2020-05,3.95,0.2035
South,M155,2020-05,6.78,0.0866
East,M155,2020-05,3.65,0.0525
West,M155,2020-05,3.4,0.2253
North,M157,2020-05,4.87,0.2385
South,M157,2020-05,5.8,0.0985
East,M157,2020-05,,0.0779
West,M157,2020-05,3.52,0.2015
North,M158,2020-05,3.83,0.1348
South,M158,2020-05,6.87,0.1448
East,M158,2020-05,3.39,0.1738
West,M158,2020-05,4.79,0.1769
North,M162,2020-05,4.77,0.1571
South,M162,2020-05,6.73,0.1353
East,M162,2020-05,4.24,0.0604
West,M162,2020-05,4.53,0.223
North,M164,2020-05,4.23,0.0579
South,M164,2020-05,6.48,0.1084
East,M164,2020-05,4.64,0.2165
West,M164,2020-05,4.66,0.1241
North,M166,2020-05,3.63,0.2129
South,M166,2020-05,7.01,0.1486
East,M166,2020-05,5.32,0.1424
West,M166,2020-05,5.43,0.0866
North,M170,2020-05,4.08,0.1374
South,M170,2020-05,6.99,0.1685
East,M170,2020-05,3.8,0.2496
West,M170,2020-05,4.26,0.2007
North,M171,2020-05,4.34,0.1138
South,M171,2020-05,5.05,0.0707
East,M171,2020-05,4.02,0.1523
West,M171,2020-05,3.3,0.0883
North,M173,2020-05,4.37,0.2168
South,M173,2020-05,5.94,0.0543
East,M173,2020-05,4.8,0.0579
West,M173,2020-05,3.39,0.1205
North,M175,2020-05,7.51,0.0962
South,M175,2020-05,9.72,0.1658
East,M175,2020-05,5.82,0.1353
West,M175,2020-05,6.83,0.0662
North,M176,2020-05,5.71,0.1914
South,M176,2020-05,8.35,0.213
East,M176,2020-05,7.3,0.0507
West,M176,2020-05,,0.1617
North,M177,2020-05,6.01,0.1633
South,M177,2020-05,6.78,0.2085
East,M177,2020-05,4.97,0.1412
West,M177,2020-05,6.48,0.1329
North,M178,2020-05,5.91,0.2369
South,M178,2020-05,7.34,0.1217
East,M178,2020-05,5.59,0.1605
West,M178,2020-05,7.19,0.0843
North,M179,2020-05,6.81,0.1173
South,M179,2020-05,6.9,0.0878
East,M179,2020-05,5.08,0.0635
West,M179,2020-05,7.1,0.0916
North,M180,2020-05,6.62,0.1995
South,M180,2020-05,8.65,0.1693
East,M180,2020-05,6.24,0.1845
West,M180,2020-05,8.75,0.1358
North,M183,2020-05,6.38,0.1711
South,M183,2020-05,9.1,0.0561
East,M183,2020-05,5.7,0.2266
West,M183,2020-05,9.03,0.1022
North,M184,2020-05,6.22,0.2187
South,M184,2020-05,8.55,0.2421
East,M184,2020-05,5.46,0.2267
West,M184,2020-05,8.62,0.1767
North,M185,2020-05,6.87,0.066
South,M185,2020-05,7.6,0.1553
East,M185,2020-05,7.02,0.2
West,M185,2020-05,8.18,0.1849
North,M188,2020-05,6.0,0.114
South,M188,2020-05,6.18,0.0641
East,M188,2020-05,4.84,0.2396
West,M188,2020-05,6.74,0.1496
North,M190,2020-05,5.83,0.1112
South,M190,2020-05,7.18,0.2481
East,M190,2020-05,4.41,0.157
West,M190,2020-05,6.3,0.0608
North,M193,2020-05,6.21,0.2063
South,M193,2020-05,8.1,0.2161
East,M193,2020-05,5.4,0.1565
West,M193,2020-05,7.95,0.191
North,M196,2020-05,5.46,0.1931
South,M196,2020-05,7.68,0.0758
East,M196,2020-05,5.86,0.1913
West,M196,2020-05,6.37,0.0591
North,M198,2020-05,6.73,0.0625
South,M198,2020-05,8.64,0.1391
East,M198,2020-05,7.28,0.2019
West,M198,2020-05,7.94,0.1456
North,M200,2020-05,,0.1829
South,M200,2020-05,9.22,0.1788
East,M200,2020-05,6.97,0.1948
West,M200,2020-05,7.91,0.0587
North,M201,2020-05,5.71,0.211
South,M201,2020-05,5.58,0.0631
East,M201,2020-05,6.25,0.0744
West,M201,2020-05,5.66,0.199
North,M202,2020-05,5.69,0.1942
South,M202,2020-05,6.07,0.1869
East,M202,2020-05,4.8,0.242
West,M202,2020-05,5.39,0.1885
North,M204,2020-05,5.77,0.1256
South,M204,2020-05,7.07,0.2101
East,M204,2020-05,6.71,0.2382
West,M204,2020-05,6.62,0.2312
North,M205,2020-05,5.92,0.1452
South,M205,2020-05,5.15,0.0627
East,M205,2020-05,5.28,0.0653
West,M205,2020-05,5.85,0.0668
North,M208,2020-05,6.72,0.1413
South,M208,2020-05,6.05,0.1055
East,M208,2020-05,5.74,0.1222
West,M208,2020-05,5.96,0.1979
North,M214,2020-05,5.89,0.2158
South,M214,2020-05,6.36,0.2157
East,M214,2020-05,5.51,0.1611
West,M214,2020-05,6.44,0.2449
North,M215,2020-05,6.87,0.1956
South,M215,2020-05,5.64,0.2091
East,M215,2020-05,6.25,0.1138
West,M215,2020-05,6.22,0.1637
North,M216,2020-05,6.15,0.1151
South,M216,2020-05,5.94,0.0566
East,M216,2020-05,6.42,0.1702
West,M216,2020-05,6.15,0.1396
North,M221,2020-05,6.93,0.0562
South,M221,2020-05,6.4,0.2195
East,M221,2020-05,,0.2454
West,M221,2020-05,7.06,0.0649
North,M222,2020-05,5.86,0.1813
South,M222,2020-05,5.52,0.1193
East,M222,2020-05,6.51,0.1173
West,M222,2020-05,5.59,0.1065
North,M102,2020-06,7.58,0.2018
South,M102,2020-06,7.89,0.1855
East,M102,2020-06,6.97,0.1507
West,M102,2020-06,7.11,0.1676
North,M104,2020-06,7.08,0.2295
South,M104,2020-06,5.6,0.0712
East,M104,2020-06,7.18,0.1411
West,M104,2020-06,5.61,0.2351
North,M107,2020-06,6.26,0.1121
South,M107,2020-06,7.74,0.075
East,M107,2020-06,6.57,0.1876
West,M107,2020-06,6.96,0.1886
North,M108,2020-06,7.04,0.2385
South,M108,2020-06,5.3,0.1121
East,M108,2020-06,6.11,0.1544
West,M108,2020-06,5.77,0.242
North,M109,2020-06,6.79,0.2147
South,M109,2020-06,8.46,0.1018
East,M109,2020-06,7.64,0.073
West,M109,2020-06,6.57,0.1426
North,M110,2020-06,8.75,0.0814
South,M110,2020-06,8.12,0.1071
East,M110,2020-06,7.78,0.0558
West,M110,2020-06,7.69,0.1252
North,M114,2020-06,7.69,0.2484
South,M114,2020-06,8.59,0.1013
East,M114,2020-06,8.46,0.201
West,M114,2020-06,8.12,0.2096
North,M115,2020-06,7.18,0.2106
South,M115,2020-06,7.61,0.1981
East,M115,2020-06,8.59,0.1022
West,M115,2020-06,8.4,0.1434
North,M117,2020-06,6.94,0.0711
South,M117,2020-06,8.25,0.0686
East,M117,2020-06,7.23,0.099
West,M117,2020-06,6.87,0.2345
North,M120,2020-06,7.8,0.0694
South,M120,2020-06,7.99,0.1234
East,M120,2020-06,6.58,0.0614
West,M120,2020-06,6.91,0.2018
North,M123,2020-06,2.41,0.0809
South,M123,2020-06,3.64,0.1438
East,M123,2020-06,1.92,0.2435
West,M123,2020-06,3.24,0.0776
North,M126,2020-06,7.31,0.081
South,M126,2020-06,5.5,0.1016
East,M126,2020-06,8.4,0.2172
West,M126,2020-06,7.06,0.0556
North,M129,2020-06,7.5,0.1974
South,M129,2020-06,6.82,0.2068
East,M129,2020-06,8.2,0.0651
West,M129,2020-06,6.87,0.1793
North,M130,2020-06,3.09,0.1808
South,M130,2020-06,3.39,0.1231
East,M130,2020-06,2.64,0.0772
West,M130,2020-06,3.04,0.2165
North,M134,2020-06,6.54,0.1836
South,M134,2020-06,5.87,0.1122
East,M134,2020-06,7.79,0.1904
West,M134,2020-06,5.7,0.1159
North,M136,2020-06,7.8,0.2494
South,M136,2020-06,6.08,0.1303
East,M136,2020-06,7.64,0.1237
West,M136,2020-06,6.52,0.1724
North,M138,2020-06,9.31,0.2435
South,M138,2020-06,6.04,0.089
East,M138,2020-06,8.78,0.2151
West,M138,2020-06,6.69,0.2398
North,M139,2020-06,8.1,0.2252
South,M139,2020-06,5.21,0.1172
East,M139,2020-06,8.48,0.0591
West,M139,2020-06,5.86,0.0676
North,M140,2020-06,9.23,0.2143
South,M140,2020-06,7.43,0.2077
East,M140,2020-06,9.5,0.1216
West,M140,2020-06,6.37,0.1485
North,M141,2020-06,8.11,0.2319
South,M141,2020-06,6.39,0.1675
East,M141,2020-06,7.21,0.2113
West,M141,2020-06,,0.1637
North,M142,2020-06,8.15,0.128
South,M142,2020-06,5.78,0.1983
East,M142,2020-06,7.31,0.2105
West,M142,2020-06,5.69,0.207
North,M148,2020-06,8.51,0.2306
South,M148,2020-06,6.79,0.126
East,M148,2020-06,8.04,0.0544
West,M148,2020-06,6.75,0.0814
North,M149,2020-06,7.74,0.1208
South,M149,2020-06,5.56,0.0685
East,M149,2020-06,7.89,0.2483
West,M149,2020-06,6.88,0.0783
North,M151,2020-06,4.37,0.0562
South,M151,2020-06,6.08,0.0772
East,M151,2020-06,4.44,0.0708
West,M151,2020-06,4.06,0.1871
North,M153,2020-06,5.32,0.1243
South,M153,2020-06,7.21,0.1861
East,M153,2020-06,5.15,0.0993
West,M153,2020-06,5.04,0.1562
North,M155,2020-06,5.15,0.142
South,M155,2020-06,6.31,0.2349
East,M155,2020-06,4.11,0.1499
West,M155,2020-06,5.07,0.1952
North,M157,2020-06,5.32,0.1709
South,M157,2020-06,8.68,0.1746
East,M157,2020-06,6.33,0.2252
West,M157,2020-06,4.99,0.1951
North,M158,2020-06,4.46,0.1862
South,M158,2020-06,7.22,0.1379
East,M158,2020-06,3.69,0.22
West,M158,2020-06,5.34,0.0547
North,M162,2020-06,3.82,0.1288
South,M162,2020-06,6.7,0.1275
East,M162,2020-06,4.31,0.1041
West,M162,2020-06,3.45,0.2457
North,M164,2020-06,3.45,0.1173
South,M164,2020-06,5.38,0.1605
East,M164,2020-06,3.36,0.0746
West,M164,2020-06,,0.0772
North,M166,2020-06,5.24,0.1937
South,M166,2020-06,5.84,0.18
East,M166,2020-06,4.86,0.1213
West,M166,2020-06,5.08,0.2455
North,M170,2020-06,4.88,0.2363
South,M170,2020-06,5.63,0.1046
East,M170,2020-06,3.4,0.1898
West,M170,2020-06,3.42,0.214
North,M171,2020-06,5.11,0.1963
South,M171,2020-06,5.24,0.2427
East,M171,2020-06,4.34,0.1657
West,M171,2020-06,3.28,0.0739
North,M173,2020-06,3.35,0.1479
South,M173,2020-06,6.78,0.0887
East,M173,2020-06,4.58,0.2493
West,M173,2020-06,4.37,0.1639
North,M175,2020-06,4.97,0.2353
South,M175,2020-06,6.06,0.0637
East,M175,2020-06,5.2,0.0723
West,M175,2020-06,3.45,0.1621
North,M176,2020-06,6.33,0.1406
South,M176,2020-06,6.82,0.2476
East,M176,2020-06,5.31,0.2183
West,M176,2020-06,7.69,0.2309
North,M177,2020-06,4.37,0.1453
South,M177,2020-06,5.84,0.2383
East,M177,2020-06,5.65,0.0603
West,M177,2020-06,7.41,0.1881
North,M178,2020-06,5.68,0.1713
South,M178,2020-06,7.34,0.1551
East,M178,2020-06,5.17,0.0501
West,M178,2020-06,5.8,0.0555
North,M179,2020-06,6.52,0.2243
South,M179,2020-06,8.65,0.1669
East,M179,2020-06,6.72,0.086
West,M179,2020-06,7.95,0.1147
North,M180,2020-06,6.06,0.0969
South,M180,2020-06,6.94,0.1741
East,M180,2020-06,6.79,0.1943
West,M180,2020-06,8.68,0.1222
North,M183,2020-06,7.23,0.0835
South,M183,2020-06,7.34,0.1552
East,M183,2020-06,5.76,0.0506
West,M183,2020-06,8.52,0.143
North,M184,2020-06,5.14,0.1968
South,M184,2020-06,6.89,0.0548
East,M184,2020-06,6.01,0.1346
West,M184,2020-06,7.95,0.2063
North,M185,2020-06,6.49,0.1176
South,M185,2020-06,9.53,0.165
East,M185,2020-06,6.03,0.1093
West,M185,2020-06,9.2,0.2303
North,M188,2020-06,5.24,0.1854
South,M188,2020-06,6.08,0.1358
East,M188,2020-06,5.14,0.075
West,M188,2020-06,7.36,0.1117
North,M190,2020-06,6.43,0.1607
South,M190,2020-06,7.4,0.0592
East,M190,2020-06,6.4,0.1303
West,M190,2020-06,6.08,0.1022
North,M193,2020-06,5.81,0.224
South,M193,2020-06,8.75,0.0713
East,M193,2020-06,7.0,0.193
West,M193,2020-06,8.81,0.2437
North,M196,2020-06,6.05,0.1619
South,M196,2020-06,8.47,0.1521
East,M196,2020-06,6.84,0.2297
West,M196,2020-06,8.61,0.1393
North,M198,2020-06,6.5,0.0672
South,M198,2020-06,7.62,0.1374
East,M198,2020-06,6.55,0.1079
West,M198,2020-06,7.01,0.0972
North,M200,2020-06,6.79,0.2286
South,M200,2020-06,7.73,0.0645
East,M200,2020-06,5.96,0.2258
West,M200,2020-06,7.51,0.1213
North,M201,2020-06,5.96,0.0794
South,M201,2020-06,6.41,0.2473
East,M201,2020-06,5.5,0.1381
West,M201,2020-06,5.21,0.1678
North,M202,2020-06,5.38,0.1518
South,M202,2020-06,5.5,0.166
East,M202,2020-06,6.57,0.2306
West,M202,2020-06,4.88,0.2442
North,M204,2020-06,7.19,0.1836
South,M204,2020-06,7.53,0.2406
East,M204,2020-06,7.56,0.0736
West,M204,2020-06,6.36,0.248
North,M205,2020-06,6.35,0.0998
South,M205,2020-06,4.43,0.1416
East,M205,2020-06,5.39,0.2075
West,M205,2020-06,4.61,0.1911
North,M208,2020-06,5.28,0.1261
South,M208,2020-06,4.93,0.1948
East,M208,2020-06,4.92,0.2334
West,M208,2020-06,6.54,0.1807
North,M214,2020-06,5.12,0.0562
South,M214,2020-06,6.83,0.2142
East,M214,2020-06,6.97,0.1311
West,M214,2020-06,6.33,0.1531
North,M215,2020-06,6.44,0.1034
South,M215,2020-06,7.35,0.2218
East,M215,2020-06,7.3,0.2133
West,M215,2020-06,5.63,0.0587
North,M216,2020-06,4.48,0.2377
South,M216,2020-06,4.59,0.0979
East,M216,2020-06,6.14,0.0602
West,M216,2020-06,4.95,0.1959
North,M221,2020-06,6.97,0.2283
South,M221,2020-06,6.21,0.1375
East,M221,2020-06,6.97,0.2195
West,M221,2020-06,6.41,0.1905
North,M222,2020-06,5.59,0.2313
South,M222,2020-06,6.5,0.21
East,M222,2020-06,6.38,0.101
West,M222,2020-06,5.47,0.1358
North,M102,2020-07,6.98,0.1578
South,M102,2020-07,6.93,0.0841
East,M102,2020-07,6.94,0.1756
West,M102,2020-07,6.43,0.1709
North,M104,2020-07,6.28,0.0914
South,M104,2020-07,5.79,0.0664
East,M104,2020-07,5.6,0.0938
West,M104,2020-07,7.02,0.1548
North,M107,2020-07,7.84,0.0745
South,M107,2020-07,7.29,0.1422
East,M107,2020-07,7.81,0.244
West,M107,2020-07,,0.1937
North,M108,2020-07,7.02,0.2061
South,M108,2020-07,5.96,0.1466
East,M108,2020-07,5.85,0.1032
West,M108,2020-07,6.59,0.1891
North,M109,2020-07,7.01,0.1335
South,M109,2020-07,7.41,0.0669
East,M109,2020-07,6.43,0.1977
West,M109,2020-07,6.97,0.1483
North,M110,2020-07,8.35,0.14
South,M110,2020-07,8.4,0.2133
East,M110,2020-07,8.21,0.2223
West,M110,2020-07,7.73,0.1624
North,M114,2020-07,6.98,0.1975
South,M114,2020-07,7.41,0.1672
East,M114,2020-07,7.35,0.2353
West,M114,2020-07,6.87,0.1075
North,M115,2020-07,7.91,0.1558
South,M115,2020-07,7.85,0.2492
East,M115,2020-07,7.6,0.1052
West,M115,2020-07,6.99,0.1874
North,M117,2020-07,7.31,0.1328
South,M117,2020-07,7.41,0.1572
East,M117,2020-07,7.77,0.1552
West,M117,2020-07,7.77,0.0623
North,M120,2020-07,7.79,0.133
South,M120,2020-07,8.11,0.0575
East,M120,2020-07,6.51,0.1014
West,M120,2020-07,6.3,0.1893
North,M123,2020-07,7.64,0.0978
South,M123,2020-07,7.28,0.0717
East,M123,2020-07,5.87,0.1026
West,M123,2020-07,5.69,0.1504
North,M126,2020-07,7.43,0.114
South,M126,2020-07,5.25,0.0807
East,M126,2020-07,7.57,0.1053
West,M126,2020-07,5.81,0.1006
North,M129,2020-07,7.83,0.0922
South,M129,2020-07,5.24,0.1644
East,M129,2020-07,8.01,0.1413
West,M129,2020-07,6.94,0.1156
North,M130,2020-07,8.06,0.2328
South,M130,2020-07,5.34,0.1814
East,M130,2020-07,6.53,0.1924
West,M130,2020-07,5.63,0.1989
North,M134,2020-07,6.84,0.1428
South,M134,2020-07,5.42,0.2389
East,M134,2020-07,6.74,0.0745
West,M134,2020-07,5.59,0.0722
North,M136,2020-07,8.91,0.0758
South,M136,2020-07,7.08,0.1113
East,M136,2020-07,8.2,0.0836
West,M136,2020-07,5.75,0.1868
North,M138,2020-07,8.35,0.155
South,M138,2020-07,6.09,0.2432
East,M138,2020-07,8.19,0.1629
West,M138,2020-07,7.04,0.0597
North,M139,2020-07,,0.181
South,M139,2020-07,6.69,0.2126
East,M139,2020-07,7.79,0.2073
West,M139,2020-07,6.07,0.1982
North,M140,2020-07,9.21,0.0876
South,M140,2020-07,7.44,0.0702
East,M140,2020-07,7.74,0.2103
West,M140,2020-07,6.8,0.1768
North,M141,2020-07,9.25,0.1265
South,M141,2020-07,7.15,0.1946
East,M141,2020-07,8.29,0.0571
West,M141,2020-07,6.28,0.0934
North,M142,2020-07,7.83,0.2471
South,M142,2020-07,5.28,0.1076
East,M142,2020-07,7.71,0.1146
West,M142,2020-07,5.92,0.1053
North,M148,2020-07,10.0,0.1128
South,M148,2020-07,9.2,0.1554
East,M148,2020-07,10.0,0.2288
West,M148,2020-07,7.44,0.1558
North,M149,2020-07,7.31,0.0599
South,M149,2020-07,5.66,0.241
East,M149,2020-07,8.13,0.0994
West,M149,2020-07,5.47,0.1669
North,M151,2020-07,5.03,0.2082
South,M151,2020-07,5.07,0.0508
East,M151,2020-07,5.01,0.0548
West,M151,2020-07,4.39,0.0692
North,M153,2020-07,4.91,0.1157
South,M153,2020-07,7.33,0.0758
East,M153,2020-07,5.54,0.1786
West,M153,2020-07,4.78,0.1015
North,M155,2020-07,3.67,0.1388
South,M155,2020-07,5.56,0.1141
East,M155,2020-07,3.98,0.1436
West,M155,2020-07,3.06,0.1313
North,M157,2020-07,3.14,0.0994
South,M157,2020-07,5.14,0.199
East,M157,2020-07,3.19,0.1425
West,M157,2020-07,3.03,0.0638
North,M158,2020-07,3.56,0.0915
South,M158,2020-07,5.94,0.1773
East,M158,2020-07,4.58,0.1445
West,M158,2020-07,5.15,0.1726
North,M162,2020-07,5.09,0.2283
South,M162,2020-07,6.89,0.093
East,M162,2020-07,5.09,0.2163
West,M162,2020-07,4.53,0.0587
North,M164,2020-07,4.1,0.1701
South,M164,2020-07,5.38,0.1699
East,M164,2020-07,4.33,0.113
West,M164,2020-07,4.53,0.1076
North,M166,2020-07,3.81,0.0679
South,M166,2020-07,7.32,0.0855
East,M166,2020-07,5.11,0.2213
West,M166,2020-07,4.89,0.0678
North,M170,2020-07,3.25,0.1003
South,M170,2020-07,5.94,0.1285
East,M170,2020-07,3.82,0.0821
West,M170,2020-07,4.8,0.1337
North,M171,2020-07,3.38,0.188
South,M171,2020-07,7.05,0.1763
East,M171,2020-07,4.13,0.234
West,M171,2020-07,5.11,0.15
North,M173,2020-07,3.48,0.0594
South,M173,2020-07,5.82,0.234
East,M173,2020-07,4.68,0.1465
West,M173,2020-07,2.95,0.0877
North,M175,2020-07,5.08,0.0529
South,M175,2020-07,6.82,0.1831
East,M175,2020-07,4.0,0.1184
West,M175,2020-07,5.04,0.2415
North,M176,2020-07,7.29,0.1067
South,M176,2020-07,7.78,0.1459
East,M176,2020-07,6.54,0.1425
West,M176,2020-07,7.09,0.2107
North,M177,2020-07,5.29,0.1923
South,M177,2020-07,6.91,0.2078
East,M177,2020-07,5.54,0.2228
West,M177,2020-07,5.84,0.063
North,M178,2020-07,4.66,0.0901
South,M178,2020-07,5.57,0.0908
East,M178,2020-07,6.01,0.2135
West,M178,2020-07,6.36,0.1958
North,M179,2020-07,7.19,0.1849
South,M179,2020-07,7.48,0.1222
East,M179,2020-07,6.37,0.1324
West,M179,2020-07,6.84,0.2343
North,M180,2020-07,7.02,0.0938
South,M180,2020-07,8.22,0.1639
East,M180,2020-07,5.98,0.1013
West,M180,2020-07,,0.082
North,M183,2020-07,7.37,0.0685
South,M183,2020-07,7.56,0.2336
East,M183,2020-07,6.69,0.0896
West,M183,2020-07,8.31,0.1293
North,M184,2020-07,5.26,0.0788
South,M184,2020-07,7.57,0.087
East,M184,2020-07,6.86,0.0655
West,M184,2020-07,8.29,0.1681
North,M185,2020-07,5.81,0.2058
South,M185,2020-07,7.88,0.1123
East,M185,2020-07,7.48,0.0806
West,M185,2020-07,8.37,0.0674
North,M188,2020-07,6.38,0.2371
South,M188,2020-07,6.89,0.1614
East,M188,2020-07,4.45,0.1854
West,M188,2020-07,7.09,0.0896
North,M190,2020-07,4.61,0.1577
South,M190,2020-07,6.3,0.1088
East,M190,2020-07,5.5,0.1747
West,M190,2020-07,5.98,0.1512
North,M193,2020-07,6.11,0.2461
South,M193,2020-07,7.86,0.1624
East,M193,2020-07,6.35,0.051
West,M193,2020-07,9.04,0.0921
North,M196,2020-07,5.69,0.1865
South,M196,2020-07,7.05,0.1559
East,M196,2020-07,5.54,0.2074
West,M196,2020-07,7.19,0.2086
North,M197,2020-07,6.67,0.2201
South,M197,2020-07,8.07,0.0786
East,M197,2020-07,6.82,0.1476
West,M197,2020-07,8.91,0.2156
North,M198,2020-07,6.35,0.1935
South,M198,2020-07,8.57,0.061
East,M198,2020-07,6.89,0.0885
West,M198,2020-07,8.5,0.1776
North,M200,2020-07,7.39,0.1332
South,M200,2020-07,7.51,0.2375
East,M200,2020-07,6.23,0.1273
West,M200,2020-07,8.39,0.224
North,M201,2020-07,5.56,0.1598
South,M201,2020-07,6.29,0.1891
East,M201,2020-07,6.68,0.1732
West,M201,2020-07,5.11,0.1708
North,M202,2020-07,6.18,0.2008
South,M202,2020-07,5.57,0.18
East,M202,2020-07,6.03,0.154
West,M202,2020-07,5.06,0.1334
North,M204,2020-07,5.71,0.1046
South,M204,2020-07,7.23,0.0956
East,M204,2020-07,6.85,0.1589
West,M204,2020-07,6.62,0.1659
North,M205,2020-07,4.74,0.1671
South,M205,2020-07,5.97,0.208
East,M205,2020-07,4.77,0.1705
West,M205,2020-07,5.93,0.172
North,M206,2020-07,7.33,0.1847
South,M206,2020-07,6.03,0.0556
East,M206,2020-07,6.49,0.2029
West,M206,2020-07,,0.0807
North,M208,2020-07,6.03,0.0932
South,M208,2020-07,6.73,0.2152
East,M208,2020-07,6.15,0.1858
West,M208,2020-07,,0.1607
North,M214,2020-07,5.32,0.0867
South,M214,2020-07,5.41,0.1353
East,M214,2020-07,5.54,0.0866
West,M214,2020-07,5.86,0.2196
North,M215,2020-07,5.61,0.1413
South,M215,2020-07,6.39,0.1651
East,M215,2020-07,,0.0511
West,M215,2020-07,5.33,0.2495
North,M216,2020-07,5.94,0.1252
South,M216,2020-07,5.13,0.0925
East,M216,2020-07,5.96,0.22
West,M216,2020-07,5.5,0.0937
North,M221,2020-07,7.03,0.1462
South,M221,2020-07,6.05,0.1069
East,M221,2020-07,6.29,0.0731
West,M221,2020-07,6.23,0.2296
North,M222,2020-07,6.04,0.0767
South,M222,2020-07,4.94,0.2312
East,M222,2020-07,6.34,0.1746
West,M222,2020-07,5.97,0.1539
North,M102,2020-08,7.69,0.1954
South,M102,2020-08,6.53,0.1783
East,M102,2020-08,6.32,0.0727
West,M102,2020-08,7.3,0.1249
North,M104,2020-08,6.34,0.0856
South,M104,2020-08,6.53,0.0778
East,M104,2020-08,6.61,0.1923
West,M104,2020-08,5.9,0.1811
North,M107,2020-08,6.39,0.094
South,M107,2020-08,6.5,0.1193
East,M107,2020-08,6.88,0.2311
West,M107,2020-08,6.73,0.1488
North,M108,2020-08,5.33,0.0667
South,M108,2020-08,6.16,0.2106
East,M108,2020-08,7.25,0.2159
West,M108,2020-08,6.35,0.2406
North,M109,2020-08,6.39,0.1166
South,M109,2020-08,7.39,0.2008
East,M109,2020-08,7.24,0.0531
West,M109,2020-08,6.71,0.1098
North,M110,2020-08,7.99,0.2386
South,M110,2020-08,7.44,0.1066
East,M110,2020-08,8.37,0.0895
West,M110,2020-08,8.24,0.0649
North,M114,2020-08,8.06,0.1145
South,M114,2020-08,7.37,0.1504
East,M114,2020-08,7.05,0.2358
West,M114,2020-08,7.62,0.1493
North,M115,2020-08,7.43,0.1484
South,M115,2020-08,8.4,0.1952
East,M115,2020-08,8.92,0.1285
West,M115,2020-08,8.25,0.1179
North,M117,2020-08,7.44,0.1936
South,M117,2020-08,6.43,0.0827
East,M117,2020-08,6.75,0.2464
West,M117,2020-08,6.9,0.1597
North,M120,2020-08,7.62,0.1879
South,M120,2020-08,8.31,0.1222
East,M120,2020-08,6.67,0.2153
West,M120,2020-08,7.0,0.0891
North,M123,2020-08,6.42,0.2272
South,M123,2020-08,6.84,0.0858
East,M123,2020-08,5.73,0.0632
West,M123,2020-08,6.59,0.1046
North,M126,2020-08,8.86,0.1938
South,M126,2020-08,6.04,0.1043
East,M126,2020-08,7.66,0.138
West,M126,2020-08,5.99,0.1311
North,M129,2020-08,7.21,0.0827
South,M129,2020-08,6.93,0.2159
East,M129,2020-08,7.72,0.055
West,M129,2020-08,6.29,0.066
North,M130,2020-08,6.69,0.1542
South,M130,2020-08,5.69,0.07
East,M130,2020-08,7.7,0.2142
West,M130,2020-08,5.21,0.2091
North,M134,2020-08,6.81,0.2304
South,M134,2020-08,5.56,0.1036
East,M134,2020-08,6.8,0.1468
West,M134,2020-08,5.53,0.14
